Unnamed: 0,CPUname,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category
428,Intel Xeon E3-1280 v5,CPU,2015-10-19,14.0,80.0,160.0,1400.0,3700.0,Intel,Intel,,,,395.0,8320,21.06,2343,5.93,80.0,104,4,2016,FCLGA1151,Server
432,Intel Core i7-9700KF,CPU,2019-01-08,14.0,95.0,,,3600.0,Intel,Intel,,,,424.99,14499,34.12,2920,6.87,95.0,152.62,8,2019,FCLGA1151-2,Desktop
439,Intel Core i7-3970X,CPU,2012-11-01,32.0,150.0,435.0,2270.0,3500.0,Intel,Intel,,,,187.0,8373,44.78,1832,9.8,150.0,55.82,6,2012,LGA2011,Desktop
445,Intel Core i5-3475S,CPU,2012-06-01,22.0,65.0,160.0,1400.0,2900.0,Intel,Intel,,,,143.5,4177,29.11,1815,12.65,65.0,64.26,4,2012,LGA1155,Desktop
448,Intel Atom N280,CPU,2008-06-03,45.0,3.0,26.0,47.0,1667.0,Intel,Intel,,,,,175,,226,,2.5,69.92,1,2009,BGA437,Laptop
451,Intel Pentium G630T,CPU,2011-09-04,32.0,35.0,131.0,504.0,2300.0,Intel,Intel,,,,84.07,1029,12.24,1040,12.37,35.0,29.4,2,2011,LGA1155,Desktop
455,Intel Xeon 5150,CPU,2006-06-26,65.0,65.0,,,2666.0,Intel,Intel,,,,30.99,840,27.11,999,32.23,65.0,12.92,2,2009,LGA771,Server
458,Intel Core i7-4790S,CPU,2014-05-01,22.0,65.0,177.0,1400.0,3100.0,Intel,Intel,,,,163.0,6954,42.66,2198,13.49,65.0,106.98,4,2014,LGA1150,Desktop
460,Intel Xeon E3-1280,CPU,2011-04-03,32.0,95.0,216.0,1160.0,3500.0,Intel,Intel,,,,358.0,5510,15.39,1780,4.97,95.0,58,4,2011,LGA1155,Server
465,Intel Core i5-1135G7,CPU,2020-09-02,10.0,28.0,,,2400.0,Intel,Intel,,,,309.0,10100,32.68,2727,8.82,15.0,673.3,4,2020,BGA1526,Laptop
468,Intel Xeon E5-2650 v2,CPU,2013-09-01,22.0,95.0,160.0,1400.0,2600.0,Intel,Intel,,,,70.0,9995,142.78,1675,23.93,95.0,105.21,8,2013,FCLGA2011,Server
478,Intel Core i5-8500T,CPU,2018-04-02,14.0,35.0,,,2100.0,Intel,Intel,,,,247.53,7699,31.11,2045,8.26,35.0,219.98,6,2018,FCLGA1151-2,Desktop
482,Intel Atom D2550,CPU,2011-11-01,32.0,10.0,66.0,176.0,1867.0,Intel,Intel,,,,,408,,311,,10.0,40.78,2,2012,BGA559,Desktop
483,Intel Celeron G3920,CPU,2015-09-01,14.0,51.0,150.0,1400.0,2900.0,Intel,Intel,,,,1018.0,2310,2.27,1740,1.71,51.0,45.3,2,2016,FCLGA1151,Desktop
485,Intel Core i3-8145U,CPU,2018-10-01,10.0,28.0,123.0,,2100.0,Intel,Intel,,,,281.0,3837,13.65,2142,7.62,15.0,255.79,2,2018,FCBGA1528,Laptop
490,Intel Core i3-8350K,CPU,2017-10-05,14.0,91.0,,,4000.0,Intel,Intel,,,,206.16,6862,33.29,2489,12.07,91.0,75.41,4,2017,FCLGA1151-2,Desktop
492,Intel Pentium SU4100,CPU,2009-09-01,45.0,10.0,107.0,410.0,1300.0,Intel,Intel,,,,,476,,515,,10.0,47.63,2,2009,BGA956,Laptop
496,Intel Core i3-350M,CPU,2010-01-07,32.0,35.0,81.0,382.0,2267.0,Intel,Intel,,,,29.0,1062,36.63,879,30.3,35.0,30.35,2,2010,BGA1288,Laptop
500,Intel Core i5-7500T,CPU,2017-01-03,14.0,35.0,,,2700.0,Intel,Intel,,,,188.98,5319,28.15,1964,10.39,35.0,151.97,4,2017,FCLGA1151,Desktop
501,Intel Core i7-8550U,CPU,2017-08-21,14.0,15.0,123.0,,1800.0,Intel,Intel,,,,,5964,,2076,,15.0,397.63,4,2017,FC-BGA1356,Laptop
503,Intel Core i5-1035G1,CPU,2019-08-01,10.0,25.0,,,1000.0,Intel,Intel,,,,297.0,7737,26.05,2307,7.77,15.0,515.8,4,2019,FCBGA1526,Laptop
504,Intel Celeron N2930,CPU,2014-02-23,22.0,7.0,,,1830.0,Intel,Intel,,,,,1003,,582,,7.5,133.73,4,2014,FCBGA1170,Laptop
508,Intel Core i3-2102,CPU,2011-06-01,32.0,65.0,131.0,504.0,3100.0,Intel,Intel,,,,58.0,2029,34.98,1400,24.15,65.0,31.21,2,2016,FCLGA1155,Desktop
517,Intel Core M-5Y10a,CPU,2014-09-05,14.0,5.0,50.0,,800.0,Intel,Intel,,,,,1905,,993,,4.5,423.33,2,2015,FCBGA1234,Laptop
525,Intel Celeron G540T,CPU,2011-09-04,32.0,35.0,131.0,504.0,2100.0,Intel,Intel,,,,,1174,,972,,35.0,33.55,2,2012,LGA1155,Desktop
528,Intel Core i7-640M,CPU,2010-09-01,32.0,35.0,81.0,384.0,2800.0,Intel,Intel,,,,229.95,2042,8.88,1385,6.02,35.0,58.34,2,2010,BGA1288,Laptop
529,Intel Xeon E5-2403 v2,CPU,2013-09-01,22.0,80.0,160.0,1400.0,1800.0,Intel,Intel,,,,541.0,2873,5.31,991,1.83,80.0,35.91,4,2015,FCLGA1356,Server
530,Intel Pentium G640,CPU,2012-06-03,32.0,65.0,131.0,504.0,2800.0,Intel,Intel,,,,30.0,1270,42.34,1290,43.0,65.0,19.54,2,2012,LGA1155,Desktop
532,Intel Xeon E3-1230,CPU,2011-04-03,32.0,80.0,216.0,1160.0,3200.0,Intel,Intel,,,,270.19,5006,18.53,1650,6.11,80.0,62.58,4,2011,LGA1155,Server
534,Intel Pentium 997,CPU,2012-09-01,32.0,17.0,131.0,504.0,1600.0,Intel,Intel,,,,,789,,729,,17.0,46.42,2,2012,BGA-1023,Unknown
538,Intel Core i7-9750H,CPU,2019-04-23,14.0,45.0,149.0,,2600.0,Intel,Intel,,,,960.0,11207,11.67,2487,2.59,45.0,249.03,6,2019,FCBGA1440,Laptop
540,Intel Core i5-3470S,CPU,2012-06-01,22.0,65.0,133.0,,2900.0,Intel,Intel,,,,69.0,4353,63.09,1900,27.53,65.0,66.97,4,2012,LGA1155,Desktop
542,Intel Xeon 5148,CPU,2006-06-26,65.0,40.0,,,2333.0,Intel,Intel,,,,20.0,912,45.62,868,43.39,40.0,22.81,2,2010,LGA771,Server
544,Intel Core i5-7640X,CPU,2017-06-26,14.0,112.0,,,3900.0,Intel,Intel,,,,65.0,6675,102.69,2511,38.63,112.0,59.6,4,2017,FCLGA2066,Desktop
549,Intel Core i5-4690K,CPU,2014-06-02,22.0,88.0,177.0,1400.0,3500.0,Intel,Intel,,,,69.99,5623,80.34,2197,31.39,88.0,63.9,4,2014,LGA1150,Desktop
553,Intel Core i5-4440,CPU,2013-09-01,22.0,84.0,177.0,1400.0,3100.0,Intel,Intel,,,,79.0,4718,59.72,1860,23.54,84.0,56.16,4,2013,FCLGA1150,Desktop
554,Intel Pentium G3460,CPU,2014-07-21,22.0,54.0,177.0,1400.0,3500.0,Intel,Intel,,,,65.41,2165,33.09,1954,29.88,53.0,40.84,2,2014,LGA1150,Desktop
555,Intel Celeron G5900,CPU,2020-04-30,14.0,58.0,,,3400.0,Intel,Intel,,,,53.99,2790,51.68,2150,39.82,58.0,48.1,2,2020,FCLGA1200,Desktop
562,Intel Core i5-3610ME,CPU,2012-06-01,22.0,35.0,118.0,,2700.0,Intel,Intel,,,,,2553,,1574,,35.0,72.95,2,2012,BGA1023,Laptop
568,Intel Xeon X5687,CPU,2011-02-14,32.0,130.0,239.0,1170.0,3600.0,Intel,Intel,,,,189.95,5282,27.81,1619,8.52,130.0,40.63,4,2011,LGA1366,Server
576,Intel Core i3-2100T,CPU,2011-02-20,32.0,35.0,131.0,504.0,2500.0,Intel,Intel,,,,49.13,1634,33.26,1183,24.08,35.0,46.69,2,2011,LGA1155,Desktop
580,Intel Pentium P6100,CPU,2010-09-26,32.0,35.0,81.0,384.0,2000.0,Intel,Intel,,,,28.44,850,29.89,831,29.21,35.0,24.29,2,2010,PGA988,Laptop
582,Intel Celeron G1101,CPU,2010-01-07,32.0,73.0,81.0,382.0,2266.0,Intel,Intel,,,,19.77,1086,54.92,929,46.99,73.0,14.87,2,2011,FCLGA1156,Desktop
588,Intel Celeron 857,CPU,2011-07-01,32.0,17.0,131.0,504.0,1200.0,Intel,Intel,,,,,569,,476,,17.0,33.49,2,2011,BGA1023,Laptop
591,Intel Core i3-10325,CPU,2021-03-16,14.0,65.0,,,3900.0,Intel,Intel,,,,154.0,10308,66.94,2890,18.77,65.0,158.59,4,2022,FCLGA1200,Desktop
598,Intel Core i7-880,CPU,2010-05-30,45.0,95.0,296.0,774.0,3066.0,Intel,Intel,,,,338.97,2920,8.61,1386,4.09,95.0,30.74,4,2010,LGA1156,Desktop
602,Intel Core i5-655K,CPU,2010-05-30,32.0,73.0,81.0,382.0,3200.0,Intel,Intel,,,,77.99,2017,25.87,1446,18.54,73.0,27.63,2,2010,LGA1156,Desktop
605,Intel Core i7-11700,CPU,2021-03-16,14.0,65.0,,,2500.0,Intel,Intel,,,,316.99,20588,64.95,3146,9.92,95.0,216.72,8,2021,FCLGA1200,Desktop
608,Intel Core i5-9400F,CPU,2019-01-08,14.0,65.0,,,2900.0,Intel,Intel,,,,129.99,9544,73.42,2471,19.01,65.0,146.84,6,2019,FCLGA1151-2,"Desktop, Laptop"
611,Intel Core i7-7820X,CPU,2017-06-26,14.0,140.0,,,3600.0,Intel,Intel,,,,709.0,17283,24.38,2539,3.58,140.0,123.45,8,2017,FCLGA2066,Desktop
613,Intel Core i3-2328M,CPU,2012-09-01,32.0,35.0,149.0,624.0,2200.0,Intel,Intel,,,,150.11,1221,8.13,986,6.57,35.0,34.88,2,2012,PGA988,Laptop
614,Intel Core i5-4690,CPU,2014-05-01,22.0,84.0,177.0,1400.0,3400.0,Intel,Intel,,,,118.88,5572,46.87,2205,18.54,84.0,66.33,4,2014,LGA1150,Desktop
615,Intel Core i9-10940X,CPU,2019-10-19,14.0,165.0,,,3300.0,Intel,Intel,,,,771.99,28619,37.07,2724,3.53,165.0,173.45,14,2019,FCLGA2066,Desktop
617,Intel Xeon E3-1235,CPU,2011-04-03,32.0,95.0,216.0,1160.0,3200.0,Intel,Intel,,,,234.0,4725,20.19,1562,6.68,95.0,49.73,4,2011,LGA1155,Server
619,Intel Xeon E5-2670 v2,CPU,2013-09-01,22.0,115.0,160.0,1400.0,2500.0,Intel,Intel,,,,79.0,11718,148.33,1658,20.99,115.0,101.9,10,2014,FCLGA2011,Server
627,Intel Celeron G1620,CPU,2012-12-03,22.0,55.0,94.0,,2700.0,Intel,Intel,,,,70.27,1466,20.86,1407,20.02,55.0,26.65,2,2013,FCLGA1155,Desktop
632,Intel Core i3-4330T,CPU,2013-09-01,22.0,35.0,177.0,1400.0,3000.0,Intel,Intel,,,,,3098,,1717,,35.0,88.52,2,2014,LGA1150,Desktop
634,Intel Xeon Gold 5315Y,CPU,2021-04-06,10.0,140.0,,,3200.0,Intel,Intel,,,,1267.68,21225,16.74,2524,1.99,140.0,151.61,8,2021,FCLGA4189,Server
641,Intel Core i3-2340UE,CPU,2011-06-01,32.0,17.0,149.0,624.0,1300.0,Intel,Intel,,,,,976,,620,,17.0,57.43,2,2014,BGA-1023,Laptop
642,Intel Core i3-1005G1,CPU,2019-08-01,10.0,25.0,,,1200.0,Intel,Intel,,,,281.0,5128,18.25,2250,8.01,15.0,341.84,2,2019,FCBGA1526,Laptop
647,Intel Pentium G840,CPU,2011-05-22,32.0,65.0,131.0,504.0,2800.0,Intel,Intel,,,,84.53,1175,13.9,1252,14.81,65.0,18.08,2,2011,FCLGA1155,Desktop
651,Intel Celeron G530,CPU,2011-09-04,32.0,65.0,131.0,504.0,2400.0,Intel,Intel,,,,48.99,1096,22.36,1078,22.01,65.0,16.86,2,2011,LGA1155,Desktop
654,Intel Core i7-11700K,CPU,2021-03-16,14.0,125.0,,,3600.0,Intel,Intel,,,,297.0,24749,83.33,3429,11.55,125.0,197.99,8,2020,FCLGA1200,Desktop
655,Intel Pentium E5200,CPU,2008-08-31,45.0,65.0,82.0,228.0,2500.0,Intel,Intel,,,,49.94,867,17.35,1006,20.14,65.0,13.33,2,2009,LGA775,Desktop
660,Intel Celeron G4920,CPU,2018-04-03,14.0,51.0,,,3200.0,Intel,Intel,,,,212.73,2406,11.31,1965,9.24,54.0,44.56,2,2018,FCLGA1151-2,Desktop
665,Intel Atom D425,CPU,2010-06-21,45.0,10.0,66.0,123.0,1834.0,Intel,Intel,,,,992.98,222,0.22,320,0.32,10.0,22.2,1,2011,BGA559,Desktop
668,Intel Core Duo T2400,CPU,2006-01-05,65.0,31.0,90.0,151.0,1826.0,Intel,Intel,,,,16.0,349,21.81,511,31.94,31.0,11.26,2,2009,BGA479,Laptop
681,Intel Core i5-6400,CPU,2015-07-02,14.0,65.0,177.0,,2700.0,Intel,Intel,,,,129.99,5163,39.72,1964,15.11,65.0,79.43,4,2015,LGA 1151,Desktop
685,Intel Xeon E5-2420 v2,CPU,2013-09-01,22.0,80.0,160.0,1400.0,2200.0,Intel,Intel,,,,85.19,6362,74.68,1382,16.22,80.0,79.52,6,2014,FCLGA1356,Server
693,Intel Xeon E5-4610,CPU,2012-05-14,32.0,130.0,435.0,2270.0,2400.0,Intel,Intel,,,,215.19,6460,30.02,1401,6.51,95.0,68,6,2018,FCLGA2011,Server
694,Intel Celeron E3500,CPU,2010-08-29,45.0,65.0,82.0,228.0,2700.0,Intel,Intel,,,,21.0,935,44.54,1154,54.93,65.0,14.39,2,2011,LGA775,Desktop
695,Intel Core i7-3517U,CPU,2012-06-03,22.0,17.0,118.0,,1900.0,Intel,Intel,,,,,2089,,1299,,17.0,122.89,2,2012,BGA1023,Laptop
696,Intel Xeon E3-1220L,CPU,2011-04-03,32.0,20.0,131.0,504.0,2200.0,Intel,Intel,,,,,2050,,1421,,20.0,102.51,2,2011,LGA1155,Server
698,Intel Core i3-3225,CPU,2012-09-03,22.0,55.0,118.0,,3300.0,Intel,Intel,,,,200.0,2222,11.11,1688,8.44,55.0,40.4,2,2012,LGA1155,Desktop
700,Intel Core i3-2105,CPU,2011-05-22,32.0,65.0,,,3100.0,Intel,Intel,,,,113.0,1871,16.55,1387,12.27,65.0,28.78,2,2011,LGA1155,Desktop
704,Intel Xeon Gold 6334,CPU,2021-04-06,10.0,165.0,,,3600.0,Intel,Intel,,,,2570.41,22160,8.62,2592,1.01,165.0,134.3,8,2021,FCLGA4189,Server
708,Intel Pentium G860,CPU,2011-09-04,32.0,65.0,131.0,504.0,3000.0,Intel,Intel,,,,22.93,1437,62.66,1389,60.57,65.0,22.11,2,2011,FCLGA1155,Desktop
713,Intel Core i5-11600T,CPU,2021-03-16,14.0,35.0,,,1700.0,Intel,Intel,,,,213.0,15254,71.61,2884,13.54,35.0,435.82,6,2021,FCLGA1200,Desktop
717,Intel Core i5-10600,CPU,2020-04-30,14.0,65.0,,,3300.0,Intel,Intel,,,,219.99,13928,63.31,2911,13.23,65.0,214.27,6,2020,FCLGA1200,Desktop
719,Intel Core i9-7960X,CPU,2017-09-01,14.0,165.0,,,2800.0,Intel,Intel,,,,990.97,26699,26.94,2525,2.55,165.0,161.81,16,2017,FCLGA2066,Desktop
729,Intel Core i5-10400,CPU,2020-04-30,14.0,65.0,,,2900.0,Intel,Intel,,,,149.99,12320,82.14,2587,17.25,65.0,189.53,6,2020,FCLGA1200,Desktop
740,Intel Xeon W-2195,CPU,2017-09-29,14.0,140.0,,,2300.0,Intel,Intel,,,,1983.82,27325,13.77,2413,1.22,140.0,195.18,18,2017,FCLGA2066,Server
743,Intel Xeon E3-1240,CPU,2011-04-03,32.0,80.0,216.0,1160.0,3300.0,Intel,Intel,,,,141.0,5398,38.28,1744,12.37,80.0,67.47,4,2011,LGA1155,Server
746,Intel Xeon E5630,CPU,2010-03-16,32.0,80.0,239.0,1170.0,2533.0,Intel,Intel,,,,166.0,3726,22.45,1176,7.09,80.0,46.58,4,2010,LGA1366,Server
748,Intel Core i5-2557M,CPU,2011-06-01,32.0,17.0,149.0,624.0,1700.0,Intel,Intel,,,,,1732,,1048,,17.0,101.86,2,2011,BGA1023,Laptop
749,Intel Core i5-4200Y,CPU,2013-06-04,22.0,12.0,118.0,1400.0,1400.0,Intel,Intel,,,,,1558,,944,,11.5,135.47,2,2013,BGA1168,Desktop
750,Intel Celeron G550T,CPU,2011-09-04,32.0,35.0,131.0,504.0,2200.0,Intel,Intel,,,,,1102,,1026,,35.0,31.49,2,2014,LGA1155,Desktop
754,Intel Core i3-8300T,CPU,2018-04-02,14.0,35.0,,,3200.0,Intel,Intel,,,,158.95,5827,36.66,2005,12.62,25.0,233.07,4,2018,FCLGA1151-2,Desktop
756,Intel Celeron G1630,CPU,2013-09-01,22.0,55.0,94.0,,2800.0,Intel,Intel,,,,69.99,1707,24.39,1553,22.19,55.0,31.04,2,2013,FCLGA1155,Desktop
758,Intel Core i7-2675QM,CPU,2011-10-12,32.0,45.0,216.0,1160.0,2200.0,Intel,Intel,,,,,3766,,1262,,45.0,83.68,4,2011,BGA1224,Laptop
761,Intel Core i3-9300,CPU,2019-04-23,14.0,62.0,,,3700.0,Intel,Intel,,,,194.99,7279,37.33,2666,13.67,62.0,117.4,4,2019,FCLGA1151-2,Desktop
769,Intel Core i3-2357M,CPU,2011-06-01,32.0,17.0,149.0,624.0,1300.0,Intel,Intel,,,,,824,,591,,17.0,48.48,2,2011,unknown,Laptop
771,Intel Atom D525,CPU,2010-06-21,45.0,13.0,66.0,176.0,1834.0,Intel,Intel,,,,,399,,310,,13.0,30.68,2,2010,BGA559,Desktop
773,Intel Pentium G3220T,CPU,2013-09-01,22.0,35.0,177.0,1400.0,2600.0,Intel,Intel,,,,69.95,1564,22.36,1447,20.68,35.0,44.68,2,2014,LGA1150,Desktop
774,Intel Core i7-4930K,CPU,2013-09-01,22.0,130.0,257.0,1860.0,3400.0,Intel,Intel,,,,174.85,9360,53.53,1963,11.23,130.0,72,6,2013,LGA2011,Desktop
777,Intel Xeon E5507,CPU,2010-03-16,45.0,80.0,263.0,731.0,2266.0,Intel,Intel,,,,100.0,1928,19.28,997,9.97,80.0,24.1,4,2010,LGA1366,Server
780,Intel Core i3-5010U,CPU,2015-03-01,14.0,15.0,,,2100.0,Intel,Intel,,,,299.86,2166,7.22,1241,4.14,15.0,144.37,2,2015,FCBGA1168,Laptop
781,Intel Celeron G1840,CPU,2014-05-01,22.0,54.0,177.0,1400.0,2800.0,Intel,Intel,,,,69.0,1758,25.48,1612,23.36,53.0,33.17,2,2014,FCLGA1150,Desktop
782,Intel Core i7-4860HQ,CPU,2014-02-01,22.0,47.0,264.0,1400.0,2400.0,Intel,Intel,,,,,6138,,1901,,47.0,130.6,4,2014,FCBGA1364,Laptop
783,Intel Core i7-8750H,CPU,2018-04-02,14.0,45.0,149.0,,2200.0,Intel,Intel,,,,395.0,10085,25.53,2331,5.9,45.0,224.12,6,2018,FCBGA1440,Laptop
786,Intel Atom Z670,CPU,2011-04-11,45.0,3.0,65.0,140.0,1500.0,Intel,Intel,,,,,158,,95,,3.0,52.81,1,2011,BGA518,Laptop
788,Intel Core i3-2312M,CPU,2011-03-01,32.0,35.0,149.0,624.0,2100.0,Intel,Intel,,,,,1138,,927,,35.0,32.52,2,2012,PGA988B,Laptop
790,Intel Core i7-11700F,CPU,2021-03-16,14.0,65.0,,,2500.0,Intel,Intel,,,,289.99,21447,73.96,3339,11.51,65.0,329.95,8,2021,FCLGA1200,Desktop
792,Intel Core i7-5600U,CPU,2015-03-01,14.0,15.0,,,2600.0,Intel,Intel,,,,,2982,,1758,,15.0,198.77,2,2015,FCBGA1168,Laptop
793,Intel Core i3-560,CPU,2010-08-29,32.0,73.0,81.0,382.0,3333.0,Intel,Intel,,,,36.97,1696,45.87,1379,37.3,73.0,23.23,2,2010,LGA1156,Desktop
797,Intel Celeron E1200,CPU,2008-01-20,65.0,65.0,77.0,105.0,1600.0,Intel,Intel,,,,99.95,492,4.93,628,6.28,65.0,7.58,2,2008,LGA775,Desktop
798,Intel Core i3-2100,CPU,2011-02-20,32.0,65.0,131.0,504.0,3100.0,Intel,Intel,,,,116.19,1819,15.65,1426,12.27,65.0,27.98,2,2011,LGA1155,Desktop
800,Intel Core i9-7920X,CPU,2017-09-10,14.0,140.0,,,2900.0,Intel,Intel,,,,375.0,23292,62.11,2467,6.58,140.0,166.37,12,2017,FCLGA2066,Desktop
804,Intel Celeron 2955U,CPU,2013-09-01,22.0,15.0,118.0,1400.0,1400.0,Intel,Intel,,,,,835,,765,,15.0,55.68,2,2013,FCBGA1168,Laptop
806,Intel Core i5-5250U,CPU,2015-03-01,14.0,15.0,,,1600.0,Intel,Intel,,,,529.99,2504,4.72,1569,2.96,15.0,166.93,2,2015,FCBGA1168,Laptop
814,Intel Xeon E5-1650 v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,3500.0,Intel,Intel,,,,238.02,9323,39.17,2026,8.51,130.0,71.71,6,2013,FCLGA2011,Server
818,Intel Core i5-1035G4,CPU,2019-08-01,10.0,25.0,,,1100.0,Intel,Intel,,,,309.0,8251,26.7,2277,7.37,15.0,550.09,4,2019,FCBGA1526,Laptop
819,Intel Core i3-1115G4,CPU,2020-09-02,10.0,28.0,,,3000.0,Intel,Intel,,,,281.0,6273,22.33,2695,9.59,,,2,2020,FCBGA1449,Laptop
820,Intel Xeon Silver 4310,CPU,2021-04-06,10.0,120.0,,,2100.0,Intel,Intel,,,,608.77,23589,38.75,2200,3.61,120.0,196.57,12,2021,FCLGA4189,Server
824,Intel Core i3-10105F,CPU,2021-03-16,14.0,65.0,,,3700.0,Intel,Intel,,,,78.99,9141,115.72,2675,33.86,,,4,2021,FCLGA1200,Desktop
832,Intel Core i5-8600T,CPU,2018-04-02,14.0,35.0,,,2300.0,Intel,Intel,,,,199.99,8227,41.14,2180,10.9,35.0,235.06,6,2018,FCLGA1151-2,Desktop
839,Intel Core i7-8700T,CPU,2018-04-02,14.0,35.0,154.0,,2400.0,Intel,Intel,,,,343.02,10431,30.41,2366,6.9,35.0,298.04,6,2018,FCLGA1151-2,Desktop
845,Intel Atom E3827,CPU,2013-10-08,22.0,8.0,,,1750.0,Intel,Intel,,,,,460,,455,,8.0,57.51,2,2016,FCBGA1170,Laptop
848,Intel Core i7-10810U,CPU,2020-04-02,14.0,25.0,,,1100.0,Intel,Intel,,,,443.0,8353,18.86,2322,5.24,15.0,556.88,6,2020,FCBGA1528,Laptop
849,Intel Core i3-380M,CPU,2010-10-26,32.0,35.0,81.0,382.0,2534.0,Intel,Intel,,,,49.95,1165,23.32,1018,20.37,35.0,33.28,2,2010,PGA988A,Laptop
851,Intel Core i5-10600K,CPU,2020-04-30,14.0,125.0,,,4100.0,Intel,Intel,,,,212.97,14534,68.24,2936,13.78,125.0,116.27,6,2020,FCLGA1200,Desktop
856,Intel Core i7-8650U,CPU,2017-08-21,14.0,15.0,123.0,,1900.0,Intel,Intel,,,,1049.0,6358,6.06,2154,2.05,15.0,423.89,4,2017,FC-BGA1356,Laptop
859,Intel Xeon E3-1290,CPU,2011-05-29,32.0,95.0,216.0,1160.0,3600.0,Intel,Intel,,,,885.0,4988,5.64,1833,2.07,95.0,52.5,4,2011,LGA1155,Server
861,Intel Xeon E5520,CPU,2009-03-30,45.0,80.0,263.0,731.0,2266.0,Intel,Intel,,,,72.61,2479,34.14,1056,14.55,80.0,30.98,4,2009,LGA1366,Server
870,Intel Core i5-2430M,CPU,2011-10-01,32.0,35.0,149.0,624.0,2400.0,Intel,Intel,,,,73.02,2007,27.48,1244,17.04,35.0,57.33,2,2011,PGA988B,Laptop
875,Intel Core i7-3520M,CPU,2012-06-03,22.0,35.0,118.0,,2900.0,Intel,Intel,,,,122.02,2879,23.59,1746,14.31,35.0,82.24,2,2012,BGA1023,Laptop
878,Intel Xeon E7-8880 v3,CPU,2015-06-01,22.0,150.0,160.0,1400.0,2300.0,Intel,Intel,,,,133.0,18244,137.17,1612,12.12,150.0,121.63,18,2016,LGA2011-1,Server
894,Intel Pentium E6600,CPU,2010-01-17,45.0,65.0,82.0,228.0,3067.0,Intel,Intel,,,,16.99,1072,63.11,1156,68.06,65.0,16.49,2,2010,LGA775,Desktop
897,Intel Celeron 2950M,CPU,2013-09-01,22.0,37.0,118.0,1400.0,2000.0,Intel,Intel,,,,,1237,,1150,,37.0,33.43,2,2014,FCPGA946,Laptop
899,Intel Core i7-4980HQ,CPU,2013-09-01,22.0,47.0,264.0,1400.0,2800.0,Intel,Intel,,,,,6767,,2250,,47.0,143.99,4,2014,FCBGA1364,Laptop
900,Intel Core i7-6950X,CPU,2016-05-31,14.0,140.0,,3800.0,3000.0,Intel,Intel,,,,377.32,17142,45.43,2334,6.19,140.0,122.44,10,2016,LGA2011-v3,Desktop
906,Intel Core i9-9900KF,CPU,2019-01-08,14.0,95.0,180.0,,3600.0,Intel,Intel,,,,502.13,18691,37.22,2968,5.91,95.0,196.75,8,2019,FCLGA1151-2,Desktop
910,Intel Celeron G3930T,CPU,2017-01-03,14.0,35.0,,,2700.0,Intel,Intel,,,,97.17,2109,21.7,1650,16.98,35.0,60.26,2,2018,FCLGA1151,Desktop
911,Intel Core i7-9700,CPU,2019-04-23,14.0,65.0,,,3000.0,Intel,Intel,,,,322.85,13385,41.46,2782,8.62,65.0,205.93,8,2019,FCLGA1151-2,Desktop
913,Intel Atom E3845,CPU,2013-10-08,22.0,10.0,,,1910.0,Intel,Intel,,,,,1038,,536,,10.0,103.76,4,2014,FCBGA1170,Desktop
918,Intel Core i7-950,CPU,2009-06-02,45.0,130.0,263.0,731.0,3066.0,Intel,Intel,,,,264.88,3154,11.91,1394,5.26,130.0,24.26,4,2009,LGA1366,Desktop
919,Intel Core i3-370M,CPU,2010-06-20,32.0,35.0,81.0,382.0,2400.0,Intel,Intel,,,,29.96,1126,37.57,977,32.6,35.0,32.16,2,2010,PGA988A,Laptop
922,Intel Core i3-3220T,CPU,2012-09-03,22.0,35.0,94.0,,2800.0,Intel,Intel,,,,39.99,1949,48.75,1506,37.66,35.0,55.7,2,2012,LGA1155,Desktop
926,Intel Core i7-6700K,CPU,2015-08-01,14.0,95.0,,,4000.0,Intel,Intel,,,,230.0,8967,38.99,2520,10.96,95.0,94.39,4,2015,LGA1151,Desktop
928,Intel Core i5-8300H,CPU,2018-04-02,14.0,45.0,126.0,,2300.0,Intel,Intel,,,,250.0,7542,30.17,2309,9.24,45.0,167.59,4,2018,FCLGA1151-2,Laptop
929,Intel Core i9-8950HK,CPU,2018-04-02,14.0,95.0,149.0,,2900.0,Intel,Intel,,,,583.0,10803,18.53,2489,4.27,45.0,240.06,6,2018,FCBGA1440,Laptop
931,Intel Xeon E3-1285 v4,CPU,2015-06-02,14.0,95.0,160.0,1400.0,3500.0,Intel,Intel,,,,,7614,,2260,,95.0,80.15,4,2018,FCLGA1150,Server
933,Intel Atom E3826,CPU,2013-10-08,22.0,7.0,,,1467.0,Intel,Intel,,,,,304,,395,,7.0,43.45,2,2016,FCBGA1170,Laptop
939,Intel Xeon E5-2692 v2,CPU,2013-09-01,22.0,100.0,160.0,1400.0,2200.0,Intel,Intel,,,,,12119,,1571,,115.0,105.38,12,2016,LGA 2011,Server
940,Intel Core i7-3930K,CPU,2011-11-14,32.0,130.0,435.0,2270.0,3200.0,Intel,Intel,,,,250.0,8244,32.98,1762,7.05,130.0,63.42,6,2011,LGA2011,Desktop
