Product,cpuName
AMD Ryzen Threadripper PRO 3995WX,Intel Core i5-4470S @ 3.00GHz
Intel Pentium 4 HT 517,vendor Kirin9000E
AMD Athlon II X2 270u,Intel Xeon E3-1235 @ 3.20GHz
AMD Athlon 64 3000+,Intel Core i5-4440 @ 3.10GHz
Intel Xeon L5640,Intel Xeon E3-1265L V2 @ 2.50GHz
Intel Xeon Silver 4314,Intel Core i5-7400T @ 2.40GHz
AMD A6-9120C SoC,Apple A12 Bionic
Intel Core i9-10920X,Intel Core i3-7300 @ 4.00GHz
Intel Core i5-1035G7,Intel Core i5-6300HQ @ 2.30GHz
AMD Opteron 244,Intel Xeon E5-2603 v4 @ 1.70GHz
Intel Celeron B830,Intel Xeon E3-1220 V2 @ 3.10GHz
AMD Sempron 3000+,Intel Atom C3758 @ 2.20GHz
AMD Athlon 64 X2 5000+ EE,Intel Xeon E5-1410 @ 2.80GHz
Intel Core i9-9980HK,AMD Opteron 4284
Intel Xeon Gold 6338T,Intel Core i5-4690T @ 2.50GHz
AMD Opteron X2 265,Intel Core i5-3470 @ 3.20GHz
Intel Pentium 4 HT 3.6E,Intel Core i5-4430 @ 3.00GHz
AMD Athlon 64 LE-1640,AMD Athlon Silver PRO 3125GE
AMD Athlon 64 3700+,Intel Core i7-3632QM @ 2.20GHz
Intel Xeon 7120M,Intel Celeron N5095A @ 2.00GHz
Intel Core i9-10980XE,Intel Core i5-3570S @ 3.10GHz
Intel Core i3-4360,Intel Core i7-2860QM @ 2.50GHz
Intel Core i5-1130G7,Intel Core i7-3612QM @ 2.10GHz
AMD Ryzen 5 PRO 4650GE,Qualcomm Snapdragon 8350
AMD Phenom II X3 710,Intel Core i5-6442EQ @ 1.90GHz
Intel Pentium Silver J5005,"Qualcomm Technologies, Inc SM6375"
AMD Opteron 150,"Mars based on Qualcomm Technologies, Inc SM8350"
Intel Pentium M 1.30,Intel Xeon L5640 @ 2.27GHz
AMD Ryzen 5 3600X,AMD Ryzen Embedded V1500B
Intel Pentium 4 HT 520,Intel Xeon Bronze 3104 @ 1.70GHz
AMD Opteron 846 HE,AMD FX-8120 Eight-Core
Intel Xeon Platinum 9242,Intel Core i7-3635QM @ 2.40GHz
Intel Core i3-10105,AMD Athlon 240GE
Intel Core i9-9960X,Intel Xeon X5667 @ 3.07GHz
AMD Athlon II X2 240e,MT6893
AMD A8-3530MX,AMD Athlon Silver 3050GE
Intel Core 2 Quad Q8400,Microsoft ARM SQ1 @ 3.0 GHz
Intel Core i5-7600K,"Renoir based on Qualcomm Technologies, Inc SM7350"
AMD Sempron 3300+,Intel Core i5-3550S @ 3.00GHz
Intel Xeon E5-2680 v2,Intel Core i5-4570R @ 2.70GHz
AMD Athlon 64 3400+,Intel Core i7-2600S @ 2.80GHz
AMD Athlon 64 X2 4800+ EE,AMD Opteron 4280
Intel Atom S1260,Intel Core i5-4460S @ 2.90GHz
Intel Pentium Gold G5500,Intel Core i3-9100TE @ 2.20GHz
AMD Opteron 6380,Intel Core i5-3450 @ 3.10GHz
AMD Athlon II X4 630,Intel Pentium Gold G6605 @ 4.30GHz
AMD Athlon 64 X2 4200+,AMD Athlon 3000G
Intel Atom E3815,AMD Athlon PRO 300GE
Intel Mobile Pentium 4 HT 548,AMD FX-6350 Six-Core
Intel Pentium 4 2.4,AMD FX-6330 Six-Core
AMD Athlon II X3 420e,Intel Xeon X5647 @ 2.93GHz
Intel Core i5-750s,AMD Athlon 220GE
AMD Phenom II X4 650T,Intel Xeon E5-1603 v3 @ 2.80GHz
Intel Core i3-3240T,MT6877T
Intel Pentium 3556U,Intel Xeon E5-2609 v3 @ 1.90GHz
AMD Athlon X2 4850e,Intel Core i7-2960XM @ 2.70GHz
Intel Core i3-2130,Intel Xeon L5639 @ 2.13GHz
Intel Celeron G1820,MT6889Z/CZA
Intel Core i5-5200U,vendor Kirin810
Intel Core i9-9900X,Intel Pentium Gold G6600 @ 4.20GHz
AMD Opteron 244,MT6875
Intel Xeon E5-2643 v2,Intel Core i3-6300 @ 3.80GHz
Intel Celeron 2955U,AMD Opteron 4386
AMD Phenom II X4 905e,Intel Pentium Gold G6505 @ 4.20GHz
Intel Atom Z520,Intel Core i3-8121U @ 2.20GHz
AMD Athlon XP 2400+,Intel Core i3-6320 @ 3.90GHz
AMD Sempron 2600+,AMD Athlon 300GE
Intel Pentium III 1133,Intel Core i5-4670T @ 2.30GHz
Intel Core i3-2120,AMD FX-6130 Six-Core
Intel Xeon 3.6,Intel Core i7-2760QM @ 2.40GHz
Intel Celeron G550,Intel Core i5-3470S @ 2.90GHz
Intel Xeon E7-4809 v3,Intel Core i7-2820QM @ 2.30GHz
Intel Xeon E7-4820 v3,Intel Core i7-2920XM @ 2.50GHz
Intel Core i7-4710HQ,Intel Core i3-7100 @ 3.90GHz
AMD Sempron 3200+,Hisilicon Kirin990
AMD Athlon II X3 435,Intel Core i5-6400T @ 2.20GHz
Intel Xeon E3-1225 v2,Intel Core i3-8109U @ 3.00GHz
Intel Core i7-6900K,Intel Pentium Gold G6405 @ 4.10GHz
Intel Core i5-11400,MT6877V/ZA
Intel Pentium 4 HT 670,Intel Atom C3958 @ 2.00GHz
AMD FX-6100,Intel Core i5-4440S @ 2.80GHz
AMD Athlon 64 X2 3600+,Intel Core i5-3450S @ 2.80GHz
Intel Xeon 5060,Intel Xeon E5-1607 v2 @ 3.00GHz
AMD Mobile Athlon 64 2700+,Intel Core i7-4770TE @ 2.30GHz
Intel Xeon E5-2650L v2,Intel Core i7-7567U @ 3.50GHz
Intel Core i5-661,Intel Core i5-6350HQ @ 2.30GHz
AMD Athlon 64 3800+,AMD Ryzen Embedded R1606G
Intel Celeron N2920,"Qualcomm Technologies, Inc SM8150"
AMD FX-4100,AMD Athlon 320GE
Intel Core i3-8121U,Intel Core i5-3350P @ 3.10GHz
Intel Pentium G6951,Intel Xeon E5-2648L @ 1.80GHz
AMD Sempron 2300+,Apple A11 Bionic
AMD FX-6130,Intel Core i3-8140U @ 2.10GHz
AMD Phenom II X4 B93,Hisilicon Kirin980
AMD Opteron 242,"Qualcomm Technologies, Inc SM8150P"
AMD Ryzen Threadripper 3980X,AMD Ryzen 3 PRO 2100GE
Intel Core 2 Duo E4700,Intel Core i3-6100 @ 3.70GHz
Intel Core i3-2332M,Intel Core i5-3475S @ 2.90GHz
Intel Core i7-870,Intel Pentium J6426 @ 2.00GHz
AMD A6-1450,Intel Core i3-6098P @ 3.60GHz
Intel Pentium D 960,Intel Core i5-4430S @ 2.70GHz
Intel Core i7-10700,Intel Core i5-3570T @ 2.30GHz
AMD Opteron 842,Intel Core i5-3340 @ 3.10GHz
Intel Core Solo T1400,Hisilicon Kirin985
AMD Athlon 64 4000+,Intel Pentium Gold G5600F @ 3.90GHz
AMD A4-3305M,Intel Core i3-7300T @ 3.50GHz
AMD Ryzen 5 2600E,Intel Celeron N5105 @ 2.00GHz
Intel Core i9-9880H,AMD FX-6300 Six-Core
Intel Core i7-4558U,Intel Atom x6425E @ 2.00GHz
Intel Core i7-3940XM,Intel Core i5-7287U @ 3.30GHz
AMD Opteron 250 HE,Intel Pentium Gold G6500 @ 4.10GHz
Intel Xeon W3503,AMD Athlon PRO 200GE
AMD Athlon 64 3000+,AMD Athlon 200GE
Intel Core i9-9900K,AMD Opteron 3380
Intel Pentium 4 HT EE 3.40,Intel Core i3-8145UE @ 2.20GHz
Intel Xeon Silver 4116,Intel Pentium Gold G6400 @ 4.00GHz
AMD Phenom X3 8450,Intel Core i5-2550K @ 3.40GHz
Intel Core i3-530,Intel Core i7-2720QM @ 2.20GHz
AMD Athlon II X4 641,Intel Core i7-7660U @ 2.50GHz
AMD Sempron 3400+,Intel Pentium Gold G5620 @ 4.00GHz
AMD Ryzen 7 5700G,Intel Core i5-3340S @ 2.80GHz
Intel Xeon Silver 4309Y,Intel Core i5-2500 @ 3.30GHz
Intel Core i7-4550U,Intel Core i5-2500K @ 3.30GHz
AMD Opteron 144,Intel Core i5-3330 @ 3.00GHz
Intel Core i5-2415M,Intel Celeron J6413 @ 1.80GHz
Intel Core i3-8100T,AMD Opteron 6234
AMD Mobile Athlon 64 2800+,Intel Atom x6413E @ 1.50GHz
Intel Pentium III 1333,MT6833P
Intel Xeon W3680,Intel Core i5-7360U @ 2.30GHz
Intel Core i5-11600K,Intel Core i7-2710QE @ 2.10GHz
AMD EPYC 7543,Intel Xeon E3-1260L @ 2.40GHz
AMD Phenom II X4 960T BE,Intel Core i3-6300T @ 3.30GHz
Intel Core i9-11900KF,AMD Athlon Gold 3150U
AMD Ryzen 7 5800H,Intel Xeon E5640 @ 2.67GHz
AMD Opteron X2 280,Intel Celeron N5095 @ 2.00GHz
AMD Athlon 1133,AMD Opteron 6212
Intel Pentium 4 HT 520,Intel Core i3-10110U @ 2.10GHz
AMD FX-8370,Intel Pentium Gold G6500T @ 3.50GHz
AMD Ryzen 7 3700U,AMD FX-6200 Six-Core
Intel Core i7-6800K,AMD Ryzen 3 3250U
Intel Core i5-7400T,Intel Core i5-4590T @ 2.00GHz
AMD Phenom II X2 545,AMD Athlon 300U
Intel Core 2 Quad Q6700,Intel Core i5-2450P @ 3.20GHz
Intel Core i7-4870HQ,AMD Opteron 3365
AMD Athlon 600,AMD Ryzen Embedded R1505G
AMD Athlon II X2 235e,AMD Opteron 4334
Intel Pentium M 735,MT6781
AMD Athlon 64 X2 5800+,Intel Core i7-985 @ 3.47GHz
AMD Athlon XP 2000+,Intel Core i5-7267U @ 3.10GHz
Intel Core i5-680,Intel Core i5-6287U @ 3.10GHz
Intel Pentium 4 506,Intel Core i3-7101TE @ 3.40GHz
Intel Core 2 Quad Q9650,AMD Opteron 4332 HE
Intel Core i5-460M,ARM Cortex-A72 8 Core 0 MHz
Intel Xeon E3-1260L,Intel Celeron J6412 @ 2.00GHz
Intel Pentium E6700,Intel Core i5-7260U @ 2.20GHz
AMD Athlon 64 X2 4400+,AMD Ryzen 3 3200U
Intel Xeon Phi 7210,AMD PRO A12-9800
Intel Pentium G645,AMD A8-7500
Intel Core 2 Solo ULV U2200,AMD FX-6120 Six-Core
Intel Core i3-4330,Intel Core i3-1000NG4 @ 1.10GHz
AMD Phenom II 42 TWKR Black Edition,Intel Xeon E3-1220 @ 3.10GHz
AMD Phenom II X4 925,Intel Core i7-6660U @ 2.40GHz
AMD Ryzen 7 PRO 2700,AMD PRO A12-8870
Intel Celeron N2910,06/8e
AMD EPYC 7F32,AMD FX-8100 Eight-Core
Intel Core 2 Extreme QX9775,Intel Core i7-2840QM @ 2.40GHz
AMD Athlon 64 3500+ (F3),Intel Core i5-2400 @ 3.10GHz
Intel Xeon 7140N,Intel Core i3-8145U @ 2.10GHz
Intel Core 2 Duo E6700,Intel Xeon E3-1225 @ 3.10GHz
Intel Pentium 4 HT EE 3.20,Intel Core i3-1115GRE @ 3.00GHz
Intel Pentium E6800,Intel Core i7-6567U @ 3.30GHz
Intel Xeon Platinum 8180,Intel Core i5-3330S @ 2.70GHz
AMD Athlon II X2 265,Intel Core i3-4370 @ 3.80GHz
AMD Phenom X4 9500,ZHAOXIN KaiXian KX-U6780A@2.7GHz
AMD Turion 64 MT-28,Intel Core i7-7560U @ 2.40GHz
Intel Xeon W3550,MT8789V/CT
Intel Celeron 725C,Intel Core i5-2380P @ 3.10GHz
AMD EPYC 7251,Intel Core i3-7100T @ 3.40GHz
AMD Ryzen 9 4900HS,AMD Athlon X4 845
AMD A10-4655M,Intel Pentium G4620 @ 3.70GHz
Intel Atom Z510,Intel Pentium Gold G5500 @ 3.80GHz
AMD FX-4130,Intel Pentium Gold G5600 @ 3.90GHz
Intel Xeon E3-1265L v2,Intel Core i7-2675QM @ 2.20GHz
Intel Celeron G1820TE,Intel Pentium N6415 @ 1.20GHz
Intel Pentium E5400,Intel Core i5-3335S @ 2.70GHz
AMD Athlon XP 2500+ DTR,AMD PRO A10-8850B
AMD A10-5800K,Intel Xeon E5-2603 v3 @ 1.60GHz
Intel Xeon Gold 5317,MediaTek MT6873
AMD Athlon II X4 631,Intel Core i5-7300U @ 2.60GHz
AMD Opteron 846,Intel Pentium Gold G6405T @ 3.50GHz
AMD Athlon 64 X2 3800+,Intel Xeon E5-1607 @ 3.00GHz
AMD Opteron 848,"Qualcomm Technologies, Inc SM8150_Plus"
Intel Core i7-2670QM,AMD Phenom II X6 1100T
AMD Phenom II X6 1035T,Intel Xeon E5630 @ 2.53GHz
Intel Xeon Platinum 8354H,Intel Core i7-2670QM @ 2.20GHz
AMD Sempron 3400+,Intel Pentium Gold G5400 @ 3.70GHz
AMD Athlon 64 3500+ EE,AMD Opteron 3280
AMD Ryzen 5 PRO 1600,AMD Opteron 6174
AMD Athlon 64 3200+,Intel Core i3-4360 @ 3.70GHz
Intel Xeon Platinum 8280,AMD Ryzen 3 2200U
Intel Xeon Gold 6346,AMD FX-6100 Six-Core
Intel Pentium G4620,AMD Athlon X4 880K
AMD Athlon 64 2800+,Intel Core i7-7600U @ 2.80GHz
AMD Ryzen 7 3800XT,AMD A9-9820
Intel Pentium 957,Intel Core i7-7500U @ 2.70GHz
AMD Turion 64 MT-40,AMD Phenom II X6 1090T
Intel Xeon X5667,Snapdragon 8cx @ 2.84 GHz
Intel Celeron 807,Intel Core i3-8130U @ 2.20GHz
AMD Phenom X4 9950 BE (125W),AMD PRO A10-9700
AMD Athlon II X3 425e,Intel Pentium Gold G5420 @ 3.80GHz
AMD Athlon XP-M 2400+,Intel Core i5-2320 @ 3.00GHz
Intel Xeon W3570,Intel Xeon E5620 @ 2.40GHz
Intel Celeron E1400,DG1301SML87HY
Intel Xeon E5640,Intel Core i3-6100T @ 3.20GHz
AMD A4-3310MX,AMD Athlon X4 950
AMD Ryzen 3 4300U,Intel Pentium Gold G6400T @ 3.40GHz
Intel Core i7-7800X,Intel Pentium G4600 @ 3.60GHz
Intel Celeron D 346,Intel Core i5-2310 @ 2.90GHz
AMD Sempron 3000+ EE SFF,Intel Pentium Gold G5600T @ 3.30GHz
Intel Core i7-10700KF,Intel Core i5-4460T @ 1.90GHz
AMD Athlon 64 LE-1640B,Intel Xeon E3-1265L @ 2.40GHz
AMD Opteron 248,Intel Core i7-6650U @ 2.20GHz
Intel Pentium B950,MT6853V/ZA
AMD Athlon II X4 615e,AMD A8-7680
Intel Mobile Pentium 4 HT 2.80,Intel Core i3-4170 @ 3.70GHz
Intel Core i7-640M,AMD Opteron 6176 SE
Intel Xeon X5677,Intel Core i7-2630QM @ 2.00GHz
Intel Core i3-4370,AMD A10-9700
Intel Core i3-7360X,Intel Core i3-4330 @ 3.50GHz
AMD Athlon XP 2200+,AMD A10-8850
AMD A6-9500,Intel Pentium Silver J5040 @ 2.00GHz
AMD Athlon 64 FX-53,Intel Xeon E5-2418L @ 2.00GHz
AMD Ryzen 7 PRO 4750GE,Intel Xeon E5-2609 v2 @ 2.50GHz
Intel Core i5-3317U,Intel Pentium G4560 @ 3.50GHz
Intel Core i5-4590S,Intel Core i7-6600U @ 2.60GHz
Intel Core i3-9100,Intel Pentium Gold G5420T @ 3.20GHz
AMD Athlon 64 3800+,Intel Core i3-4340 @ 3.60GHz
AMD Opteron 6272,Samsung Exynos 9820
Intel Core i7-5930K,Intel Xeon E5-2407 v2 @ 2.40GHz
AMD Turion 64 ML-28,Intel Core i3-4160 @ 3.60GHz
Intel Core i3-4000M,Intel Xeon W3580 @ 3.33GHz
Intel Core i7-10850H,Intel Core i5-4340M @ 2.90GHz
Intel Core i5-1030G4,AMD A10-7870K
Intel Pentium 4-M 2.60,AMD Opteron 4365 EE
Intel Celeron 430,Intel Core i5-6267U @ 2.90GHz
Intel Xeon Platinum 8360Y,AMD Opteron 6164 HE
Intel Core i5-3570S,AMD A10-7890K
AMD Opteron 240,Intel Core i7-2635QM @ 2.00GHz
Intel Core i7-2760QM,Intel Core i3-4350 @ 3.60GHz
Intel Xeon MP 3.16,Intel Core i5-2500S @ 2.70GHz
Intel Pentium Dual-Core E2200,AMD A10 PRO-7850B APU
Intel Atom E625C,"Qualcomm Technologies, Inc KHAJE"
Intel Celeron G1610T,Samsung Exynos 9825
Intel Core i5-4330M,Intel Xeon E5-1603 @ 2.80GHz
Intel Core i5-7300HQ,AMD A12-9800E
Intel Celeron G1610,AMD A12-9800
Intel Mobile Pentium 4 HT 3.06,Intel Xeon X5698 @ 4.40GHz
AMD A6-5357M,Intel Celeron G6900
Intel Xeon L5518,AMD Athlon X4 860K
Intel Xeon E5645,AMD PRO A10-8770
AMD A6-9500E,Intel Core i3-7100H @ 3.00GHz
Intel Core Duo ULV L2400,AMD Embedded R-Series RX-418GD Radeon R6
Intel Core Duo T2500,Intel Core i3-1110G4 @ 1.80GHz
Intel Xeon E7-8890 v3,Intel Core i5-L16G7 @ 1.40GHz
AMD Athlon X2 QL-67,Intel Core i5-7200U @ 2.50GHz
Intel Pentium 4 2.60,Intel Pentium Silver N5020 @ 1.10GHz
Intel Xeon E3-1285 v6,MT6833
AMD Sempron 2400+,Samsung Exynos 9810
AMD Ryzen 7 1700,AMD Opteron 4226
AMD Athlon 64 3000+,Intel Core i7-6560U @ 2.20GHz
Intel Core i7-3960X,MT6833V/ZA
AMD Phenom II X6 1045T,Intel Xeon E5-4603 @ 2.00GHz
AMD A8-4500M,Intel Xeon W5580 @ 3.20GHz
Intel Xeon E5-2660 v2,AMD Athlon X4 870K
Intel Pentium 4 HT 3.00,AMD Opteron 6136
AMD Athlon 64 FX-60,Intel Core i5-2300 @ 2.80GHz
Intel Core i5-11400T,AMD Opteron X3421 APU
AMD Athlon XP 3100+,Intel Core i7-975 @ 3.33GHz
AMD Sempron 3600+,AMD FX-B4150 Quad-Core
Intel Core i5-10500,Intel Core i3-4370T @ 3.30GHz
AMD Ryzen 3 PRO 1200,AMD A10-7850K APU
Intel Xeon Gold 6326,Intel Core i3-4150 @ 3.50GHz
AMD EPYC Embedded 3251,MT6781V/CD
Intel Xeon 3.6,Intel Xeon W3570 @ 3.20GHz
Intel Atom Z2760,MT6785
AMD Sempron 3400+,AMD PRO A8-9600
Intel Pentium G3258,AMD Phenom II X6 1405T
AMD Opteron 856,AMD A10-7860K
AMD A10-5745M,MT6853V/TNZA
Intel Core i5-560M,Intel Xeon W3565 @ 3.20GHz
Intel Pentium 4-M 2.20,AMD FX-4150 Quad-Core
Intel Core i5-430M,Intel Xeon D-1520 @ 2.20GHz
AMD Ryzen Threadripper 2920X,AMD Phenom II X6 1065T
Intel Core i5-8650K,AMD A10-8750
Intel Pentium 4 HT 540,Intel Core i3-6100E @ 2.70GHz
Intel Core i7-8565U,Intel Core i7-6498DU @ 2.50GHz
Intel Atom CE4100,AMD Embedded R-Series RX-421BD
Intel Core i9-7940X,Intel Xeon L5609 @ 1.87GHz
Intel Pentium Gold G6600,AMD A8-9600
Intel Core i9-9900KS,Intel Core i3-4130 @ 3.40GHz
Intel Atom Z3770,Intel Core i7-965 @ 3.20GHz
AMD Opteron X2 865 HE,AMD Athlon X4 840
Intel Core i7-980,MT6833V/PNZA
Intel Xeon Gold 6154,AMD Phenom II X6 1075T
AMD Ryzen 3 2300X,Intel Core i3-7167U @ 2.80GHz
Intel Pentium G3250,Intel Core i7-6500U @ 2.50GHz
Intel Atom Z500,Intel Core i3-10110Y @ 1.00GHz
Intel Celeron E3300,Hisilicon Kirin820
AMD Athlon 64 X2 4800+,"Qualcomm Technologies, Inc SM7225"
AMD Athlon 64 3200+,Intel Xeon X5570 @ 2.93GHz
AMD A10-7890K,AMD FX-9830P
AMD A10-5757M,AMD Ryzen Embedded R1305G
AMD Sempron X2 2100,MT6833V/NZA
Intel Xeon MP 3.00,AMD FX-4350 Quad-Core
Intel Core i7-9850HL,Intel Core i5-6360U @ 2.00GHz
Intel Core i7-860S,Intel Core i5-6300U @ 2.40GHz
Intel Pentium 4 HT 3.40,AMD Ryzen Embedded V1202B
Intel Celeron 2.60,Intel Core i5-4400E @ 2.70GHz
AMD Athlon 64 3500+,AMD FX-4330
Intel Pentium 4 HT 630,Intel Core i7-960 @ 3.20GHz
Intel Celeron 445,Intel Core i3-4570T @ 2.90GHz
AMD Turion X2 RM-70,Intel Pentium D1508 @ 2.20GHz
AMD Opteron 146 HE,Intel Xeon X3480 @ 3.07GHz
Intel Core i3-4160,Intel Xeon W5590 @ 3.33GHz
Intel Core i7-4790,Intel Pentium Gold G5500T @ 3.20GHz
Intel Core i5-3330,Intel Xeon L5638 @ 2.00GHz
AMD Sempron 2500+,"Qualcomm Technologies, Inc SM7250"
Intel Core i7-7700,AMD A8-7670K
Intel Core Duo T2700,Intel Core i7-2715QE @ 2.10GHz
Intel Core Solo ULV U1400,MediaTek MT6853T
AMD Athlon 64 3500+,Intel Core i5-5287U @ 2.90GHz
AMD Ryzen 5 2400G,AMD A8-7600 APU
AMD Ryzen 3 3250U,Intel Core i5-4330M @ 2.80GHz
AMD Athlon II X2 260u,Intel Core i5-6260U @ 1.80GHz
Intel Xeon Phi 7230F,AMD PRO A8-8650B
Intel Xeon 2.8,"Qualcomm Technologies, Inc LAGOON"
Intel Pentium 4 HT 3.2E,AMD Phenom II X6 1055T
AMD Athlon XP 2400+,"Qualcomm Technologies, Inc ATOLL-AB"
Intel Core 2 Duo E6320,Intel Xeon X3470 @ 2.93GHz
AMD Phenom II X2 550 BE,Intel Xeon W3550 @ 3.07GHz
Intel Celeron G1850,06/9c
Intel Pentium G622,AMD A10 PRO-7800B APU
Intel Core i3-9000,AMD PRO A12-9800E
AMD Athlon 64 FX-70,Intel Core i7-5557U @ 3.10GHz
Intel Atom 230,Intel Core i7-4600M @ 2.90GHz
AMD Ryzen 5 3600,ARM Neoverse-N1 4 Core 0 MHz
Intel Pentium 4 HT 2.60,AMD A12-9730P
AMD Ryzen 5 3580U,Intel Core i5-6198DU @ 2.30GHz
Intel Core i5-11500,Intel Celeron N5100 @ 1.10GHz
Intel Core i7-8706G,Intel Core i3-4360T @ 3.20GHz
Intel Core i7-4960HQ,Intel Core i3-4170T @ 3.20GHz
AMD Mobile Athlon 64 3000+,MediaTek MT6785V/CD
Intel Pentium 4 1.5,Intel Core i5-2400S @ 2.50GHz
AMD Ryzen Embedded V1202B,AMD A10-6800K APU
Intel Core i7-870S,Intel Atom C3858 @ 2.00GHz
Intel Xeon X5560,Intel Core i7-950 @ 3.07GHz
Intel Pentium 4 2.0,AMD A10-7700K APU
AMD Turion X2 Ultra ZM-80,"Qualcomm Technologies, Inc SDM730G AIE"
AMD Athlon 64 X2 4600+,AMD A10-7800 APU
Intel Core 2 Extreme X6800,AMD Opteron X3418 APU
AMD Opteron X2 170,Intel Core i5-4570T @ 2.90GHz
Intel Xeon 5040,AMD FX-4200 Quad-Core
Intel Xeon Phi 7250,Intel Core i3-4160T @ 3.10GHz
Intel Xeon Gold 6328HL,MT8786V/CA
Intel Celeron D 330,Intel Pentium G4600T @ 3.00GHz
Intel Core M-5Y10,AMD A10-6790K APU
AMD Ryzen 5 4600GE,Intel Core i3-10100Y @ 1.30GHz
Intel Core i7-1185G7,Intel Pentium Gold G5400T @ 3.10GHz
Intel Core i9-7900X,Intel Core i7-875K @ 2.93GHz
Intel Xeon 3.20,Intel Core i5-4310M @ 2.70GHz
Intel Celeron 2950M,Intel Core i5-4200H @ 2.80GHz
Intel Core i9-10900,AMD FX-4170 Quad-Core
Intel Core M-5Y71,AMD PRO A10-8770E
Intel Xeon W-3175X,Intel Core i5-4570TE @ 2.70GHz
AMD Turion X2 Ultra ZM-85,Snapdragon 7c Gen 2 @ 2.55
AMD Ryzen 3 2200G,Intel Xeon X5560 @ 2.80GHz
AMD Phenom II X4 945 (95W),Intel Core i3-4330T @ 3.00GHz
AMD EPYC 7F52,"Qualcomm Technologies, Inc LITO"
Intel Mobile Pentium 4 HT 518,AMD FX-870K Quad Core
Intel Core i7-1065G7,AMD FX-4320
AMD Athlon 64 2850e,"Qualcomm Technologies, Inc SDM720G"
Intel Core i7-6700,AMD A10-6700 APU
AMD Athlon 64 X2 4800+,Intel Core i3-6100TE @ 2.70GHz
Intel Xeon 5080,AMD PRO A12-8870E
Intel Celeron G465,Intel Core i7-870 @ 2.93GHz
Intel Core i5-2405S,MT6853V/NZA
Intel Pentium III 1000S,AMD Athlon Silver 3050U
Intel Pentium B960,Intel Core i7-940 @ 2.93GHz
AMD Opteron 240,vendor Kirin710
AMD Athlon 64 X2 4200+ EE,ZHAOXIN KaiXian KX-U6580@2.5GHz
AMD Phenom II X6 1075T,Intel Core i5-4308U @ 2.80GHz
Intel Core 2 Quad Q6600 (95W),AMD Opteron 2435
Intel Pentium Dual-Core T4300,Intel Core i5-24050S @ 2.50GHz
Intel Core i5-7500,Intel Xeon W3530 @ 2.80GHz
Intel Celeron G1830,Intel Core i5-5257U @ 2.70GHz
Intel Xeon 7130N,MediaTek MT6785V/CC
Intel Xeon Phi 3120A,Intel Core i3-6100H @ 2.70GHz
Intel Core i3-4350,Intel Pentium Silver J5005 @ 1.50GHz
AMD A10-6700,AMD Phenom II X6 1045T
Intel Xeon MP 3.16,Intel Core i5-6200U @ 2.30GHz
Intel Core 2 Duo E7500,Intel Core i7-4578U @ 3.00GHz
AMD A10-6700T,Intel Core i5-4300M @ 2.60GHz
AMD Athlon XP 1800+,Intel Pentium GOLD 6500Y @ 1.10GHz
Intel Xeon E5-2440 v2,"Qualcomm Technologies, Inc SM7125"
AMD A9-9410 SoC,AMD A8-7650K
Intel Core i3-4130T,Intel Core i7-5650U @ 2.20GHz
Intel Core i5-4250U,Intel Core i5-3380M @ 2.90GHz
AMD Athlon II X2 240,SMDK4x12
AMD Opteron 140,Intel Core i7-4610M @ 3.00GHz
Intel Xeon Gold 5318Y,Intel Celeron J4125 @ 2.00GHz
Intel Celeron G3950,Intel Core m3-8100Y @ 1.10GHz
AMD A8-6500,"Qualcomm Technologies, Inc SDM765G 5G"
Intel Pentium M 745,AMD PRO A8-8670E
AMD Athlon 64 X2 4600+,Intel Xeon X5550 @ 2.67GHz
AMD Opteron 4376 HE,Hisilicon Kirin810
Intel Xeon E5-2640 v2,Intel Core i3-7130U @ 2.70GHz
AMD Ryzen 3 1200,"Qualcomm Technologies, Inc SM7150"
AMD Phenom II X4 970 BE,Intel Core i7-5600U @ 2.60GHz
Intel Celeron N2820,Intel Core i5-2405S @ 2.50GHz
Intel Pentium G4560T,"Qualcomm Technologies, Inc SDMMAGPIEP"
Intel Xeon X5660,Intel Pentium Silver N6000 @ 1.10GHz
AMD Opteron X2 165,Intel Xeon E5-2637 @ 3.00GHz
Intel Core i3-3217UE,AMD A8-6600K APU
AMD Sempron 2800+,Intel Core i5-3470T @ 2.90GHz
AMD Phenom II X2 B53,Intel Core i7-4558U @ 2.80GHz
AMD Athlon II X2 255,Intel Core i7-4560U @ 1.60GHz
Intel Core i3-5005U,AMD Phenom II X6 1035T
Intel Pentium 4 HT 551,AMD A10-9700E
Intel Core i7-3517UE,Intel Xeon L5630 @ 2.13GHz
Intel Xeon E5502,Intel Core i5-2500T @ 2.30GHz
Intel Celeron G555,AMD Athlon X4 760K Quad Core
AMD Athlon 64 3300+,Intel Celeron G5925 @ 3.60GHz
Intel Mobile Pentium 4 2.66,AMD FX-4300 Quad-Core
Intel Core i9-11900T,AMD Opteron 2431
AMD Opteron 6276,AMD A10-5800K APU
AMD Opteron 6278,Intel Core m3-7Y32 @ 1.10GHz
Intel Xeon E5-1620 v2,AMD Opteron 6128 HE
AMD Phenom X4 9750 (95W),Intel Pentium G4520 @ 3.60GHz
AMD Mobile Athlon 64 2700+,Intel Core i7-880 @ 3.07GHz
AMD Phenom X3 8600,Intel Core i5-4210H @ 2.90GHz
AMD FX-4320,AMD Athlon Silver 3050e
AMD Athlon 64 X2 5400+ BE,AMD Ryzen 3 3250C
