Product,cpuName
,AMD Athlon XP 2800+
,AMD C-50
,Intel Xeon 2.80GHz
,Mobile AMD Sempron 2600+
,AMD Athlon XP 2700+
,Intel Core Duo U2400 @ 1.06GHz
,AMD Turion 64 Mobile ML-28
,VIA Nano L2007@1600MHz
,Intel Core Solo T1400 @ 1.83GHz
,AMD Sempron 2600+
,Intel Core2 Solo U3500 @ 1.40GHz
,Intel Celeron M 1.70GHz
,msm8960dt
,AMD Sempron LE-1150
,Intel Celeron D 356 @ 3.33GHz
,Intel Pentium 4 3.06GHz
,AMD GX-210JA SOC
,AMD Sempron M120
,SAMSUNG SERRANO
,AMD Turion 64 Mobile MT-30
,Mobile AMD Sempron 3200+
,ARM Cortex-A7 4 Core 900 MHz
,AMD Sempron 2800+
,AMD Athlon 64 2600+
,AMD Athlon XP2400+
,AMD Athlon XP 2600+
,Intel Celeron 807UE @ 1.00GHz
,Mobile AMD Athlon 2500+
,Mobile AMD Athlon XP-M 2600+
,Intel Pentium M 1.50GHz
,Intel Pentium M 1.70GHz
,Intel Pentium SU2700 @ 1.30GHz
,Intel Pentium M 1.86GHz
,Mobile AMD Athlon XP-M 2800+
,Mobile AMD Athlon XP-M 3000+
,Intel Pentium M 1700MHz
,Mobile AMD Athlon XP-M 2200+
,Mobile AMD Sempron 2800+
,Intel Pentium 4 2.80GHz
,Intel Celeron 420 @ 1.60GHz
,Rockchip RK3229
,AMD Athlon XP 2400+
,Intel Celeron 3.06GHz
,Intel Core2 Solo U2100 @ 1.06GHz
,Mobile AMD Athlon 4 2400+
,AMD Sempron 3500+
,Mobile Intel Pentium 4 3.20GHz
,Intel Celeron D 347 @ 3.06GHz
,AMD Athlon XP 2500+
,Intel Celeron M 450 @ 2.00GHz
,Intel Celeron 2.93GHz
,Intel Pentium M 1.60GHz
,Intel Pentium M 2.26GHz
,Mobile AMD Athlon XP-M 2500+
,Intel Pentium M 1.40GHz
,Mobile AMD Athlon XP-M 2400+
,Intel Atom N470 @ 1.83GHz
,Intel Atom D425 @ 1.80GHz
,Intel Celeron M 360 1.40GHz
,Intel Core Duo U2500 @ 1.20GHz
,Mobile Intel Pentium 4 3.06GHz
,Intel Celeron M 1500MHz
,Intel Celeron M 1.50GHz
,Intel Pentium 4 2.60GHz
,Intel Celeron M 520 @ 1.60GHz
,AMD Athlon XP 2200+
,Intel Celeron 723 @ 1.20GHz
,Intel Atom 230 @ 1.60GHz
,Intel Core Solo T1300 @ 1.66GHz
,AMD Athlon XP 2100+
,Intel Celeron 220 @ 1.20GHz
,Intel Pentium M 1400MHz
,Intel Celeron 2.53GHz
,AMD Sempron 2300+
,AMD Sempron 2500+
,Intel Pentium M 1.73GHz
,Mobile Intel Pentium 4 2.80GHz
,AMD Sempron 2400+
,Intel Celeron M 1.30GHz
,AMD Athlon XP 1900+
,ARM Cortex-A53 4 Core 1536 MHz
,VIA Nano U2500@1200MHz
,Intel Pentium M 1.20GHz
,ARM Cortex-A72 4 Core 1850 MHz
,Intel Pentium M 1300MHz
,AMD Athlon L110
,Intel Celeron M 1300MHz
,Intel Pentium M 1.30GHz
,Mobile AMD Athlon XP-M 2000+
,AMD Athlon XP 1800+
,AMD Athlon XP 2000+
,Intel Pentium III 1400S @ 1400MHz
,Intel Core Solo T1350 @ 1.86GHz
,Intel Pentium M 1600MHz
,Intel Pentium III 1400 @ 1400MHz
,Mobile AMD Athlon XP-M 1800+
,Mobile AMD Athlon MP-M 2400+
,AMD Athlon 1500+
,Intel Celeron 2.80GHz
,Intel Celeron M 1.60GHz
,Intel Atom N2100 @ 1.60GHz
,Intel Pentium M 1500MHz
,VIA Nano U3500@1000MHz
,AMD V105
,AMD Sempron 2200+
,Intel Pentium M 1.10GHz
,Intel Atom Z530 @ 1.60GHz
,Mobile Intel Celeron 1333MHz
,AMD Athlon XP1600+
,AMD E-240
,Mobile Intel Pentium 4 2.66GHz
,Intel Celeron 2.26GHz
,Intel Xeon 2.40GHz
,VIA Nano U2250@1300+MHz
,Intel Atom N455 @ 1.66GHz
,Intel Atom N475 @ 1.83GHz
,AMD C-30
,Intel Atom N450 @ 1.66GHz
,Intel Atom D410 @ 1.66GHz
,AMD G-T52R
,AMD Athlon XP 1700+
,Intel Atom N270 @ 1.60GHz
,Intel Atom N280 @ 1.66GHz
,Intel Celeron 215 @ 1.33GHz
,AMD Athlon XP 1600+
,Mobile AMD Athlon MP-M 1800+
,Intel Celeron M 440 @ 1.86GHz
,Intel Celeron M 430 @ 1.73GHz
,Mobile AMD Athlon XP-M 1600+
,AMD Athlon XP 1500+
,Intel Celeron 2.13GHz
,VIA Nano L2207@1600MHz
,Mobile AMD Sempron 2100+
,Intel Core Solo U1500 @ 1.33GHz
,Intel Pentium III Mobile 1133MHz
,Intel XEON 2.20GHz
,Intel Celeron 2.50GHz
,Intel Pentium 4 2.53GHz
,Intel Pentium 4 2.50GHz
,Intel Pentium III Mobile 1066MHz
,Intel Atom E3815 @ 1.46GHz
,Intel Celeron 1200MHz
,Intel Celeron 2.70GHz
,Intel Atom Z670 @ 1.50GHz
,Intel Pentium 4 2.20GHz
,Intel Pentium 4 2.66GHz
,Intel Pentium M 1000MHz
,Intel Pentium III Mobile 1200MHz
,Intel Pentium M 1200MHz
,AMD Athlon 64 2000+
,Intel Pentium 4 3.83GHz
,Mobile Intel Celeron 2.40GHz
,Intel Celeron 2.66GHz
,Intel Atom N435 @ 1.33GHz
,Intel Xeon 2.00GHz
,Intel Pentium 4 2.26GHz
,VIA C7-D 1800MHz
,Intel Pentium 4 2.93GHz
,Intel Celeron M 1.00GHz
,Intel Celeron 2.30GHz
,Mobile Intel Celeron 2.20GHz
,Mobile Intel Pentium III - M 1200MHz
,VIA C7-M 6300MHz
,Mobile Intel Pentium 4 - M 2.20GHz
,Intel Celeron 2.40GHz
,Intel Celeron 2.60GHz
,ARM Cortex-A7 2 Core 1080 MHz
,Intel Pentium M 900MHz
,Intel Celeron M 420 @ 1.60GHz
,Mobile Intel Pentium 4 - M 2.40GHz
,Intel Celeron 1000MHz
,Intel Celeron 2.20GHz
,Mobile Intel Pentium 4 - M 2.00GHz
,Intel Pentium 4 Mobile 1.90GHz
,VIA Esther 1500MHz
,Intel Pentium 4 2.00GHz
,Mobile Intel Celeron 2.00GHz
,Intel Pentium 4 Mobile 2.00GHz
,Intel Pentium 4 2.40GHz
,Mobile Intel Pentium III - M 933MHz
,AMD G-T44R
,Intel Core Solo U1400 @ 1.20GHz
,Intel Core Solo U1300 @ 1.06GHz
,Intel Celeron M 443 @ 1.20GHz
,Intel Celeron 2.00GHz
,Intel Celeron M 410 @ 1.46GHz
,Intel Celeron M 900MHz
,Intel Atom Z520 @ 1.33GHz
,Mobile Intel Celeron 1.80GHz
,Mobile Intel Pentium 4 - M 1.70GHz
,AMD G-T40R
,Intel Pentium III Mobile 800MHz
,Mobile Intel Pentium 4 - M 1.80GHz
,Mobile Intel Celeron 1.70GHz
,VIA C7-M 1600MHz
,Intel Pentium 4 Mobile 1.60GHz
,Intel Pentium 4 1.80GHz
,Intel Pentium 4 1800MHz
,Intel Pentium 4 Mobile 1.80GHz
,Intel Celeron 1100MHz
,VIA C7-M 1200MHz
,Intel Celeron B710 @ 1.60GHz
,Intel Pentium 4 1.90GHz
,Intel Celeron 1.70GHz
,VIA Nehemiah
,Intel Pentium 4 1700MHz
,Intel Pentium III Mobile 866MHz
,Intel Celeron 1.80GHz
,VIA Esther 1000MHz
,VIA Eden 1200MHz
,ARM Cortex-A7 2 Core 960 MHz
,Intel Pentium 4 1.50GHz
,Intel Pentium 4 1.70GHz
,Intel Pentium 4 1.60GHz
,Intel Pentium 4 1400MHz
,Intel Pentium 4 1500MHz
,VIA Eden 1000MHz
,Intel Pentium 4 1300MHz
