ID,Architecture,Best Resolution,Core Speed,Direct X,L2 Cache,Manufacturer,Max Power,Memory,Memory Bandwidth,Memory Bus,Memory Speed,Memory Type,GPUname,Open GL,PSU,Pixel Rate,Power Connector,Process,ROPs,Release Date,Release Price,Resolution WxH,Shader,TMUs,Texture Rate,VGA Connection,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP32 GFLOPS,FP64 GFLOPS,Release Date Rank
346,2,1024768,625,11.0,128,AMD,25,1024,8.5,64,533,3,Radeon HD 6450A,4.3,30018,3,,40,4,2011-07-01,,25601600,5.0,8.0,5,0.0,40.0,25.0,67.0,370.0,625.0,TSMC,AMD,200.0,,117
347,2,1366768,625,11.0,128,AMD,18,512,25.6,64,800,5,Radeon HD 6450,4.3,30022,3,,40,4,2011-07-01,55.00,25601600,5.0,8.0,5,1.0,40.0,18.0,67.0,370.0,625.0,TSMC,AMD,200.0,,117
348,,1024768,650,11.0,128,AMD,19,512,12.8,64,800,3,Radeon HD 6350,4.3,25018,3,,40,4,2011-07-01,23.00,25601600,5.0,8.0,5,0.0,40.0,19.0,59.0,292.0,650.0,TSMC,AMD,104.0,,117
349,,1024768,650,11.0,128,AMD,19,1024,12.8,64,800,3,Radeon HD 6290,4.3,25018,3,,40,4,2011-04-01,,25601600,5.0,8.0,5,0.0,40.0,19.0,59.0,292.0,650.0,TSMC,AMD,104.0,,135
350,1.0,19201080,925,12.0,512,AMD,185,2048,192,256,1500,5,Radeon HD 7870 XT,4.4,500,30,26-,28,32,2012-01-01,270.00,40962160,5.0,96.0,89,0.0,28.0,185.0,352.0,4313.0,925.0,TSMC,AMD,2995.0,748.8,86
351,,,-,11,0,AMD,33,1024,28.8,128,900,3,Radeon HD 7650A,4.1,,5,,40,8,2012-01-01,,25601600,5.0,24.0,14,0.0,40.0,33.0,118.0,716.0,600.0,TSMC,AMD,576.0,,86
352,,,-,11,0,AMD,45,1024,64,128,1000,5,Radeon HD 7670A,4.1,,5,,40,8,2012-01-01,,25601600,5.0,24.0,14,0.0,40.0,45.0,118.0,716.0,600.0,TSMC,AMD,576.0,,86
353,1.0,1600900,800,12.0,512,AMD,47,1024,72,128,1125,5,Radeon HD 7730,4.4,40029,6,,28,8,2013-01-01,59.00,40962160,5.0,24.0,19,0.0,28.0,47.0,123.0,1500.0,800.0,TSMC,AMD,614.4,38.4,35
354,2,1600900,650,11.0,256,AMD,60,1024,51.2,128,800,5,Radeon HD 7570,4.3,40029,5,,40,8,2012-05-01,,25601600,5.0,24.0,16,1.0,40.0,60.0,118.0,716.0,650.0,TSMC,AMD,624.0,,81
355,,,-,11,0,AMD,18,1024,12.8,64,800,3,Radeon HD 7470A,4.1,,6,,40,8,2012-01-01,,25601600,5.0,20.0,16,0.0,40.0,18.0,104.0,627.0,775.0,TSMC,AMD,620.0,,86
356,,,-,11,0,AMD,18,1024,12.8,64,800,3,Radeon HD 7470A,4.1,,6,,40,8,2012-01-01,,25601600,5.0,20.0,16,0.0,40.0,25.0,67.0,370.0,625.0,TSMC,AMD,200.0,,86
357,,,-,11,0,AMD,25,,12.8,64,800,3,Radeon HD 7450A,4.1,,3,,40,4,2012-01-01,,25601600,5.0,8.0,5,0.0,40.0,25.0,67.0,370.0,625.0,TSMC,AMD,200.0,,86
